vBestLabels1,vBestLabels2,vBestLabels3,vBestLabels4,vBestLabels5,vBestLabels6,vBestLabels7
2284,0.59134596957893,5,Polygon,LandmarkIsomap,chebychev,ward
2285,0.59124442200592,10,Histogram,LLE,chebychev,average
2286,0.591190791863982,10,Polygon,NPE,cityblock,average
2287,0.591172161921812,10,Histogram,FactorAnalysis,correlation,weighted
2288,0.591145543035491,2,Histogram,LMNN,spearman,weighted
2289,0.591145543035491,5,Histogram,LMNN,spearman,weighted
2290,0.591145543035491,10,Histogram,LMNN,spearman,weighted
2291,0.591145543035491,20,Histogram,LMNN,spearman,weighted
2292,0.591112198679355,20,Polygon,DiffusionMaps,chebychev,ward
2293,0.591049808592726,10,Polygon,Sammon,spearman,ward
2294,0.591015174297077,10,Polygon,PCA,cityblock,ward
2295,0.591015174297077,10,Polygon,MDS,cityblock,ward
2296,0.591015174297077,10,Polygon,GPLVM,cityblock,ward
2297,0.590991671723044,5,Polygon,Isomap,seuclidean,weighted
2298,0.590963046820495,20,Histogram,FactorAnalysis,cityblock,weighted
2299,0.590864651320369,20,Histogram,DiffusionMaps,seuclidean,ward
2300,0.59084689810903,10,Polygon,NPE,cityblock,weighted
2301,0.590846262365236,20,Histogram,DiffusionMaps,cosine,ward
2302,0.59083941778975,5,Histogram,SPE,mahalanobis,weighted
2303,0.590826902203411,10,Histogram,FactorAnalysis,correlation,centroid
2304,0.590757098590118,5,Polygon,Isomap,squaredeuclidean,weighted
2305,0.590734724507493,2,Polygon,Laplacian,cityblock,ward
2306,0.590724066983357,10,Polygon,ProbPCA,cosine,centroid
2307,0.590690073268797,20,Polygon,LDA,seuclidean,average
2308,0.590623162315689,10,Histogram,PCA,cityblock,complete
2309,0.590623162315689,10,Histogram,MDS,cityblock,complete
2310,0.590623162315689,10,Histogram,GPLVM,cityblock,complete
2311,0.590606271946916,10,Polygon,ProbPCA,chebychev,ward
2312,0.590565901381077,5,Histogram,SPE,mahalanobis,median
2313,0.590554558679368,2,Polygon,tSNE,cityblock,ward
2314,0.590532465874069,20,Histogram,FactorAnalysis,euclidean,complete
2315,0.590532465874069,20,Histogram,FactorAnalysis,squaredeuclidean,complete
2316,0.590532465874069,20,Histogram,FactorAnalysis,minkowski,complete
2317,0.590437795676752,5,Polygon,Isomap,cosine,median
2318,0.590401774492607,10,Histogram,Isomap,cosine,ward
2319,0.590305570877091,20,Histogram,LandmarkIsomap,euclidean,complete
2320,0.590305570877091,20,Histogram,LandmarkIsomap,squaredeuclidean,complete
2321,0.590305570877091,20,Histogram,LandmarkIsomap,minkowski,complete
2322,0.590237378615765,20,Histogram,FactorAnalysis,chebychev,complete
2323,0.590200900041229,20,Histogram,DiffusionMaps,mahalanobis,ward
2324,0.590152010660299,10,Polygon,FactorAnalysis,squaredeuclidean,weighted
2325,0.590001934383477,10,Histogram,FactorAnalysis,cosine,median
2326,0.589985192771917,20,Polygon,Isomap,euclidean,weighted
2327,0.589985192771917,20,Polygon,Isomap,minkowski,weighted
2328,0.589978570225548,10,Histogram,SPE,cosine,complete
2329,0.589913467745452,10,Histogram,LLE,euclidean,median
2330,0.589913467745452,10,Histogram,LLE,minkowski,median
2331,0.589870914696999,10,Polygon,Sammon,squaredeuclidean,weighted
2332,0.589754323092325,5,Polygon,LLE,squaredeuclidean,ward
2333,0.589750868654669,5,Polygon,Isomap,chebychev,average
2334,0.589747818077568,20,Polygon,FactorAnalysis,euclidean,complete
2335,0.589747818077568,20,Polygon,FactorAnalysis,squaredeuclidean,complete
2336,0.589747818077568,20,Polygon,FactorAnalysis,minkowski,complete
2337,0.58971538119068,10,Histogram,Isomap,squaredeuclidean,ward
2338,0.589623581848842,10,Histogram,SPE,spearman,weighted
2339,0.589595564310823,20,Histogram,LLE,cityblock,complete
2340,0.58957177846514,5,Histogram,LLE,seuclidean,centroid
2341,0.589525189173886,2,Polygon,tSNE,mahalanobis,ward
2342,0.589382616057214,10,Polygon,Sammon,seuclidean,complete
2343,0.58930156617918,20,Histogram,FactorAnalysis,seuclidean,weighted
2344,0.5892559224428,5,Polygon,Isomap,chebychev,weighted
2345,0.589240355708674,20,Histogram,Isomap,euclidean,ward
2346,0.589240355708674,20,Histogram,Isomap,minkowski,ward
2347,0.589187882419613,20,Histogram,Isomap,cosine,centroid
2348,0.589116932782182,10,Histogram,PCA,correlation,median
2349,0.589116932782182,10,Histogram,MDS,correlation,median
2350,0.589116932782182,10,Histogram,GPLVM,correlation,median
2351,0.589082398458633,2,Histogram,Laplacian,chebychev,ward
2352,0.589082328262788,10,Histogram,PCA,euclidean,complete
2353,0.589082328262788,10,Histogram,MDS,euclidean,complete
2354,0.589082328262788,10,Histogram,GPLVM,euclidean,complete
2355,0.589082328262788,10,Histogram,PCA,squaredeuclidean,complete
2356,0.589082328262788,10,Histogram,MDS,squaredeuclidean,complete
2357,0.589082328262788,10,Histogram,GPLVM,squaredeuclidean,complete
2358,0.589082328262788,10,Histogram,PCA,minkowski,complete
2359,0.589082328262788,10,Histogram,MDS,minkowski,complete
2360,0.589082328262788,10,Histogram,GPLVM,minkowski,complete
2361,0.589010468643187,2,Polygon,Laplacian,cityblock,median
2362,0.588962989381809,20,Histogram,FactorAnalysis,cityblock,centroid
2363,0.588904108594704,10,Histogram,FactorAnalysis,chebychev,ward
2364,0.588893642651212,5,Histogram,SPE,cityblock,weighted
2365,0.588891215106055,5,Polygon,Isomap,cosine,weighted
2366,0.58882787714434,10,Polygon,Isomap,correlation,weighted
2367,0.588814537234331,20,Polygon,Isomap,correlation,weighted
2368,0.588780677199323,2,Histogram,Laplacian,euclidean,median
2369,0.588780677199323,2,Histogram,Laplacian,minkowski,median
2370,0.588759176215531,10,Histogram,LandmarkIsomap,cityblock,ward
2371,0.588736043664053,10,Histogram,FactorAnalysis,mahalanobis,weighted
2372,0.588724426217389,10,Polygon,FactorAnalysis,chebychev,weighted
2373,0.588715351460999,5,Polygon,Isomap,correlation,complete
2374,0.588691305519179,10,Histogram,SPE,euclidean,centroid
2375,0.588691305519179,10,Histogram,SPE,minkowski,centroid
2376,0.588597870317075,2,Histogram,Laplacian,cityblock,weighted
2377,0.588481775460907,20,Polygon,LandmarkIsomap,chebychev,complete
2378,0.588407483311092,10,Histogram,FactorAnalysis,mahalanobis,average
2379,0.588315058166811,5,Histogram,LLE,squaredeuclidean,median
2380,0.588256683905571,10,Polygon,FactorAnalysis,squaredeuclidean,median
2381,0.588246930516003,2,Histogram,Laplacian,cityblock,centroid
2382,0.588228185710743,5,Polygon,LandmarkIsomap,chebychev,complete
2383,0.588178553511198,10,Polygon,MCML,cosine,complete
2384,0.588176894834855,20,Histogram,PCA,euclidean,complete
2385,0.588176894834855,20,Histogram,MDS,euclidean,complete
2386,0.588176894834855,20,Histogram,PCA,squaredeuclidean,complete
2387,0.588176894834855,20,Histogram,MDS,squaredeuclidean,complete
2388,0.588176894834855,20,Histogram,PCA,minkowski,complete
2389,0.588176894834855,20,Histogram,MDS,minkowski,complete
2390,0.588159546920474,5,Histogram,Laplacian,spearman,complete
2391,0.588159546920474,5,Histogram,Laplacian,spearman,weighted
2392,0.58810356811781,5,Histogram,LLE,euclidean,average
2393,0.58810356811781,5,Histogram,LLE,minkowski,average
2394,0.588090508941765,10,Histogram,SPE,euclidean,median
2395,0.588090508941765,10,Histogram,SPE,minkowski,median
2396,0.587919807705068,5,Histogram,LLE,squaredeuclidean,average
2397,0.58790186738639,10,Polygon,NCA,euclidean,ward
2398,0.58790186738639,10,Polygon,NCA,minkowski,ward
2399,0.587720384883956,5,Histogram,SPE,chebychev,complete
2400,0.587685867020375,20,Polygon,NCA,chebychev,complete
2401,0.587659732030751,10,Polygon,DiffusionMaps,cosine,complete
2402,0.587622975200057,5,Polygon,Isomap,chebychev,ward
2403,0.587583626750273,2,Polygon,tSNE,seuclidean,weighted
2404,0.587544946013585,20,Histogram,Isomap,cityblock,ward
2405,0.587501703443899,20,Histogram,PCA,seuclidean,ward
2406,0.587501703443899,20,Histogram,MDS,seuclidean,ward
2407,0.587373464737742,20,Histogram,Isomap,cosine,weighted
2408,0.587335559351359,10,Polygon,FactorAnalysis,chebychev,average
2409,0.58731425582439,5,Histogram,LLE,spearman,complete
2410,0.587179693285336,10,Histogram,DiffusionMaps,cityblock,ward
2411,0.587174125944573,10,Polygon,MCML,mahalanobis,complete
2412,0.587147749231101,10,Histogram,LLC,cosine,centroid
2413,0.58712637278548,5,Histogram,LLE,spearman,weighted
2414,0.587111985967455,2,Polygon,Laplacian,mahalanobis,weighted
2415,0.587109876338149,10,Histogram,DiffusionMaps,correlation,average
2416,0.587066877213458,10,Histogram,LandmarkIsomap,correlation,ward
2417,0.587001480671,10,Histogram,PCA,cityblock,ward
2418,0.587001480671,10,Histogram,MDS,cityblock,ward
2419,0.587001480671,10,Histogram,GPLVM,cityblock,ward
2420,0.58698891667204,20,Polygon,ProbPCA,correlation,ward
2421,0.586953192229522,2,Polygon,tSNE,seuclidean,complete
2422,0.586933622251189,10,Polygon,Sammon,spearman,weighted
2423,0.586697092136458,5,Polygon,Isomap,chebychev,complete
2424,0.586656715030878,10,Polygon,LandmarkIsomap,euclidean,complete
2425,0.586656715030878,10,Polygon,LandmarkIsomap,squaredeuclidean,complete
2426,0.586656715030878,10,Polygon,LandmarkIsomap,minkowski,complete
2427,0.586655250792309,20,Polygon,Isomap,squaredeuclidean,centroid
2428,0.586645495393368,10,Histogram,SPE,spearman,complete
2429,0.58652900022721,20,Polygon,ProbPCA,cosine,ward
2430,0.586511759495301,5,Polygon,LandmarkIsomap,chebychev,centroid
2431,0.586077823075665,2,Histogram,Laplacian,euclidean,complete
2432,0.586077823075665,2,Histogram,Laplacian,squaredeuclidean,complete
2433,0.586077823075665,2,Histogram,Laplacian,minkowski,complete
2434,0.586070368428288,2,Polygon,Laplacian,chebychev,weighted
2435,0.585929121359525,20,Polygon,LDA,euclidean,weighted
2436,0.585929121359525,20,Polygon,LDA,minkowski,weighted
2437,0.585915660889636,10,Polygon,LandmarkIsomap,chebychev,complete
2438,0.585799812879959,2,Polygon,Laplacian,mahalanobis,ward
2439,0.585764665208276,5,Polygon,Isomap,correlation,ward
2440,0.585615937901903,10,Polygon,ProbPCA,cityblock,ward
2441,0.585567582623567,2,Polygon,tSNE,mahalanobis,weighted
2442,0.585538462035158,2,Polygon,Laplacian,seuclidean,weighted
2443,0.585528714496854,10,Polygon,SPE,mahalanobis,average
2444,0.585513939504376,10,Histogram,LLE,euclidean,complete
2445,0.585513939504376,10,Histogram,LLE,squaredeuclidean,complete
2446,0.585513939504376,10,Histogram,LLE,minkowski,complete
2447,0.585512441033244,20,Histogram,FactorAnalysis,euclidean,average
2448,0.585512441033244,20,Histogram,FactorAnalysis,minkowski,average
2449,0.585494522307183,20,Histogram,DiffusionMaps,cityblock,ward
2450,0.585411635966522,5,Histogram,LLE,mahalanobis,weighted
2451,0.585252743163335,10,Polygon,Sammon,chebychev,weighted
2452,0.585230673482565,5,Polygon,Isomap,cityblock,median
2453,0.585229757444269,20,Histogram,SPE,cityblock,median
2454,0.585196362312752,2,Histogram,Laplacian,cityblock,ward
2455,0.585102508136433,20,Polygon,FactorAnalysis,cityblock,complete
2456,0.585077057744239,5,Histogram,LLE,mahalanobis,average
2457,0.58506039454983,20,Histogram,FactorAnalysis,squaredeuclidean,centroid
2458,0.585028640869209,2,Polygon,Laplacian,squaredeuclidean,ward
2459,0.585026597257899,2,Histogram,Laplacian,euclidean,average
2460,0.585026597257899,2,Histogram,Laplacian,minkowski,average
2461,0.584876476966692,20,Polygon,NCA,spearman,centroid
2462,0.584800135082214,20,Polygon,NCA,mahalanobis,weighted
2463,0.58473555176359,10,Polygon,ProbPCA,correlation,weighted
2464,0.584717535249539,5,Histogram,LLE,seuclidean,ward
2465,0.584674777783249,10,Histogram,LLE,cityblock,median
2466,0.584672844530644,20,Polygon,PCA,euclidean,ward
2467,0.584672844530644,20,Polygon,MDS,euclidean,ward
2468,0.584672844530644,20,Polygon,GPLVM,euclidean,ward
2469,0.584672844530644,20,Polygon,PCA,minkowski,ward
2470,0.584672844530644,20,Polygon,MDS,minkowski,ward
2471,0.584672844530644,20,Polygon,GPLVM,minkowski,ward
2472,0.584599887442235,10,Histogram,LLE,mahalanobis,centroid
2473,0.58459654619134,5,Polygon,LandmarkIsomap,chebychev,weighted
2474,0.584553354086838,2,Polygon,LMNN,squaredeuclidean,median
2475,0.584553354086838,5,Polygon,LMNN,squaredeuclidean,median
2476,0.584553354086838,10,Polygon,LMNN,squaredeuclidean,median
2477,0.584553354086838,20,Polygon,LMNN,squaredeuclidean,median
2478,0.584517238031302,5,Histogram,SPE,mahalanobis,complete
2479,0.584515778656913,2,Polygon,Laplacian,seuclidean,ward
2480,0.584476452438658,2,Polygon,Laplacian,squaredeuclidean,median
2481,0.584472656075126,5,Polygon,LandmarkIsomap,cityblock,median
2482,0.584390072070618,2,Polygon,Laplacian,seuclidean,complete
2483,0.584378064002902,5,Histogram,LLE,spearman,ward
2484,0.584288929690549,10,Polygon,Isomap,cityblock,weighted
2485,0.584286540633142,2,Histogram,Laplacian,euclidean,ward
2486,0.584286540633142,2,Histogram,Laplacian,minkowski,ward
2487,0.584246991501651,2,Polygon,Laplacian,euclidean,weighted
2488,0.584246991501651,2,Polygon,Laplacian,minkowski,weighted
2489,0.58424026494057,20,Histogram,Isomap,euclidean,complete
2490,0.58424026494057,20,Histogram,Isomap,squaredeuclidean,complete
2491,0.58424026494057,20,Histogram,Isomap,minkowski,complete
2492,0.584154434523705,5,Histogram,Laplacian,spearman,centroid
2493,0.584131737125136,5,Polygon,LandmarkIsomap,correlation,centroid
2494,0.583981768708877,10,Histogram,FactorAnalysis,mahalanobis,complete
2495,0.583903242947126,10,Histogram,LandmarkIsomap,euclidean,complete
2496,0.583903242947126,10,Histogram,LandmarkIsomap,squaredeuclidean,complete
2497,0.583903242947126,10,Histogram,LandmarkIsomap,minkowski,complete
2498,0.583813449569624,5,Polygon,Isomap,correlation,centroid
2499,0.58381318160698,10,Histogram,DiffusionMaps,euclidean,ward
2500,0.58381318160698,10,Histogram,DiffusionMaps,minkowski,ward
2501,0.583811175119392,20,Histogram,SPE,mahalanobis,complete
2502,0.583792533636878,10,Histogram,PCA,cityblock,average
2503,0.583792533636878,10,Histogram,MDS,cityblock,average
2504,0.583792533636878,10,Histogram,GPLVM,cityblock,average
2505,0.583790060722517,10,Histogram,LandmarkIsomap,euclidean,ward
2506,0.583790060722517,10,Histogram,LandmarkIsomap,minkowski,ward
2507,0.583758606091899,20,Polygon,LDA,seuclidean,complete
2508,0.583608545112892,20,Histogram,LandmarkIsomap,correlation,average
2509,0.583542708297469,20,Histogram,DiffusionMaps,correlation,ward
2510,0.583526037728312,5,Polygon,Isomap,correlation,median
2511,0.583380312820621,20,Polygon,Sammon,squaredeuclidean,median
2512,0.583275280588443,5,Polygon,LandmarkIsomap,cosine,median
2513,0.583225755208412,10,Polygon,DiffusionMaps,seuclidean,complete
2514,0.583205420511605,2,Histogram,Laplacian,euclidean,centroid
2515,0.583205420511605,2,Histogram,Laplacian,minkowski,centroid
2516,0.583191206571126,10,Histogram,LLE,squaredeuclidean,median
2517,0.583169100882912,20,Histogram,GPLVM,seuclidean,ward
2518,0.583147254815888,5,Histogram,NPE,seuclidean,average
2519,0.583020433286003,5,Histogram,LLE,spearman,average
2520,0.583005530053754,20,Polygon,DiffusionMaps,spearman,weighted
2521,0.582962036548717,20,Histogram,Laplacian,mahalanobis,median
2522,0.582898045783481,2,Histogram,Laplacian,cityblock,average
2523,0.582872914799458,20,Histogram,FactorAnalysis,squaredeuclidean,weighted
2524,0.582698243694939,20,Histogram,GPLVM,euclidean,complete
2525,0.582698243694939,20,Histogram,GPLVM,squaredeuclidean,complete
2526,0.582698243694939,20,Histogram,GPLVM,minkowski,complete
2527,0.582678821983743,20,Polygon,LLTSA,seuclidean,ward
2528,0.582660610560763,5,Polygon,ProbPCA,euclidean,average
2529,0.582660610560763,5,Polygon,ProbPCA,minkowski,average
2530,0.582652952727063,5,Histogram,LLE,euclidean,centroid
2531,0.582652952727063,5,Histogram,LLE,minkowski,centroid
2532,0.582607157967399,10,Polygon,ProbPCA,mahalanobis,ward
2533,0.582599693454909,20,Histogram,Laplacian,chebychev,median
2534,0.582578391313003,2,Polygon,LMNN,seuclidean,average
2535,0.582578391313003,5,Polygon,LMNN,seuclidean,average
2536,0.582578391313003,10,Polygon,LMNN,seuclidean,average
2537,0.582578391313003,20,Polygon,LMNN,seuclidean,average
2538,0.582495876117985,20,Polygon,Isomap,squaredeuclidean,weighted
2539,0.582444562465468,20,Histogram,LLE,seuclidean,complete
2540,0.58222111563129,10,Histogram,Isomap,cosine,median
2541,0.582192476809008,10,Polygon,LPP,mahalanobis,ward
2542,0.582167571822938,5,Polygon,Isomap,chebychev,median
2543,0.582117180932551,5,Polygon,SPE,spearman,weighted
2544,0.581882055547963,10,Histogram,LandmarkIsomap,squaredeuclidean,ward
2545,0.581799063164298,10,Polygon,Sammon,spearman,complete
2546,0.581762357675566,10,Polygon,LandmarkIsomap,mahalanobis,weighted
2547,0.58171692286752,10,Histogram,FactorAnalysis,seuclidean,complete
2548,0.581597445670652,20,Polygon,PCA,euclidean,weighted
2549,0.581597445670652,20,Polygon,MDS,euclidean,weighted
2550,0.581597445670652,20,Polygon,GPLVM,euclidean,weighted
2551,0.581597445670652,20,Polygon,PCA,minkowski,weighted
2552,0.581597445670652,20,Polygon,MDS,minkowski,weighted
2553,0.581597445670652,20,Polygon,GPLVM,minkowski,weighted
2554,0.581591913172645,2,Polygon,Laplacian,squaredeuclidean,weighted
2555,0.581563746539909,10,Histogram,FactorAnalysis,euclidean,ward
2556,0.581563746539909,10,Histogram,FactorAnalysis,minkowski,ward
2557,0.581558482148042,10,Polygon,MCML,seuclidean,complete
2558,0.581481428534789,10,Polygon,Sammon,euclidean,average
2559,0.581481428534789,10,Polygon,Sammon,minkowski,average
2560,0.581411817096152,2,Polygon,Laplacian,chebychev,average
2561,0.581408934628605,20,Histogram,DiffusionMaps,correlation,average
2562,0.581399247253535,5,Histogram,LLE,spearman,centroid
2563,0.581377662529504,5,Polygon,ProbPCA,cityblock,average
2564,0.58137515211047,10,Histogram,SPE,chebychev,median
2565,0.581221319474141,20,Histogram,DiffusionMaps,cosine,weighted
2566,0.580983922357092,20,Histogram,FactorAnalysis,seuclidean,average
2567,0.580972045159717,2,Polygon,Laplacian,chebychev,ward
2568,0.580905878332568,20,Histogram,LandmarkIsomap,cosine,median
2569,0.580865143867266,5,Histogram,LLE,squaredeuclidean,centroid
2570,0.580826867841196,10,Histogram,DiffusionMaps,seuclidean,ward
2571,0.580783023522516,2,Histogram,Laplacian,cityblock,median
2572,0.580772166669458,5,Histogram,NPE,mahalanobis,centroid
2573,0.580668779422458,5,Polygon,ProbPCA,seuclidean,average
2574,0.580658369259198,2,Histogram,Laplacian,chebychev,complete
2575,0.580617840280346,10,Histogram,DiffusionMaps,cosine,ward
2576,0.580611571958607,2,Histogram,LLC,cityblock,ward
2577,0.580434556970969,5,Histogram,LLE,mahalanobis,ward
2578,0.580432787937934,2,Polygon,Laplacian,cityblock,weighted
2579,0.580277150746874,10,Histogram,LandmarkIsomap,cityblock,average
2580,0.580267443843544,10,Histogram,Isomap,correlation,weighted
2581,0.580232950960082,20,Polygon,FactorAnalysis,squaredeuclidean,weighted
2582,0.580099806485919,10,Histogram,LandmarkIsomap,cosine,weighted
2583,0.58004587845246,10,Polygon,NPE,seuclidean,complete
2584,0.579868188811789,2,Polygon,Laplacian,cityblock,complete
2585,0.579826249051964,10,Polygon,MCML,spearman,centroid
2586,0.579818138245804,5,Polygon,LandmarkIsomap,euclidean,centroid
2587,0.579818138245804,5,Polygon,LandmarkIsomap,minkowski,centroid
2588,0.579808027451516,20,Histogram,LLE,cityblock,weighted
2589,0.579778377436391,10,Histogram,Isomap,cosine,complete
2590,0.579768556944312,20,Polygon,LDA,squaredeuclidean,average
2591,0.579733252889658,10,Histogram,Isomap,correlation,complete
2592,0.579613040293075,5,Histogram,LLE,seuclidean,weighted
2593,0.579580133764681,2,Polygon,Laplacian,cityblock,centroid
2594,0.579458183015022,2,Polygon,Laplacian,cityblock,average
2595,0.579448213321658,5,Polygon,Laplacian,cosine,single
2596,0.579425222029181,10,Histogram,FactorAnalysis,spearman,ward
2597,0.579413200900925,20,Polygon,Laplacian,chebychev,centroid
2598,0.579408149442027,20,Histogram,GPLVM,chebychev,complete
2599,0.579347118085716,10,Polygon,FactorAnalysis,seuclidean,centroid
2600,0.579295418904315,10,Histogram,DiffusionMaps,mahalanobis,ward
2601,0.579263415597397,5,Histogram,NPE,chebychev,average
2602,0.579134935475787,20,Polygon,PCA,squaredeuclidean,ward
2603,0.579134935475787,20,Polygon,MDS,squaredeuclidean,ward
2604,0.579134935475787,20,Polygon,GPLVM,squaredeuclidean,ward
2605,0.579098458880825,5,Histogram,Laplacian,spearman,median
2606,0.57905465599331,2,Polygon,Laplacian,euclidean,average
2607,0.57905465599331,2,Polygon,Laplacian,minkowski,average
2608,0.579034098126041,10,Polygon,ProbPCA,squaredeuclidean,ward
2609,0.579018933991155,5,Histogram,LLE,euclidean,weighted
2610,0.579018933991155,5,Histogram,LLE,minkowski,weighted
2611,0.578999059098513,10,Histogram,DiffusionMaps,correlation,centroid
2612,0.578998292939914,10,Polygon,ProbPCA,correlation,ward
2613,0.578986180805288,20,Histogram,LandmarkIsomap,cityblock,complete
2614,0.578938822250741,10,Polygon,FactorAnalysis,chebychev,centroid
2615,0.578933533867556,20,Histogram,LandmarkIsomap,chebychev,ward
2616,0.578851391975037,2,Polygon,Laplacian,squaredeuclidean,centroid
2617,0.578812465314609,2,Histogram,LMNN,squaredeuclidean,ward
2618,0.578812465314609,5,Histogram,LMNN,squaredeuclidean,ward
2619,0.578812465314609,10,Histogram,LMNN,squaredeuclidean,ward
2620,0.578812465314609,20,Histogram,LMNN,squaredeuclidean,ward
2621,0.578768357606055,20,Histogram,FactorAnalysis,chebychev,weighted
2622,0.578736555122065,2,Histogram,LLC,cityblock,average
2623,0.578566102316332,10,Polygon,ProbPCA,cosine,average
2624,0.578477530734754,2,Histogram,LLC,cityblock,weighted
2625,0.57844152867414,2,Histogram,LMNN,seuclidean,ward
2626,0.57844152867414,5,Histogram,LMNN,seuclidean,ward
2627,0.57844152867414,10,Histogram,LMNN,seuclidean,ward
2628,0.57844152867414,20,Histogram,LMNN,seuclidean,ward
2629,0.578368192953497,2,Histogram,Laplacian,mahalanobis,average
2630,0.578301133448776,5,Polygon,FactorAnalysis,euclidean,average
2631,0.578301133448776,5,Polygon,FactorAnalysis,minkowski,average
2632,0.578120027642624,10,Histogram,DiffusionMaps,cosine,median
2633,0.57810285726858,5,Polygon,FactorAnalysis,squaredeuclidean,average
2634,0.578095545648889,20,Polygon,DiffusionMaps,correlation,median
2635,0.578077006068063,5,Polygon,Isomap,correlation,weighted
2636,0.578048003278482,5,Histogram,LLE,mahalanobis,complete
2637,0.577984552487968,2,Polygon,Laplacian,chebychev,complete
2638,0.577867056182127,10,Histogram,DiffusionMaps,correlation,weighted
2639,0.577831507942529,20,Polygon,LDA,chebychev,complete
2640,0.57779221721439,10,Histogram,DiffusionMaps,cosine,complete
2641,0.577766101873321,10,Histogram,LandmarkIsomap,euclidean,weighted
2642,0.577766101873321,10,Histogram,LandmarkIsomap,minkowski,weighted
2643,0.577734018897394,10,Histogram,LLE,chebychev,median
2644,0.577692499577973,5,Histogram,NPE,seuclidean,weighted
2645,0.577669068000584,5,Histogram,LLE,squaredeuclidean,weighted
2646,0.57762591032649,2,Polygon,Laplacian,mahalanobis,complete
2647,0.577581637468385,5,Histogram,LLE,spearman,median
2648,0.577489133865821,10,Histogram,LandmarkIsomap,cosine,ward
2649,0.57748755510261,10,Histogram,SPE,seuclidean,centroid
2650,0.577484713186487,2,Histogram,Laplacian,chebychev,weighted
2651,0.577464762454858,5,Polygon,LLE,seuclidean,complete
2652,0.577411215244766,5,Polygon,ProbPCA,seuclidean,centroid
2653,0.577400090446456,10,Polygon,Isomap,seuclidean,weighted
2654,0.577349102634599,10,Polygon,FactorAnalysis,cosine,median
2655,0.577345107338575,2,Histogram,Laplacian,chebychev,centroid
2656,0.577277683792809,10,Polygon,ProbPCA,correlation,complete
2657,0.577273403237022,10,Polygon,FactorAnalysis,euclidean,weighted
2658,0.577273403237022,10,Polygon,FactorAnalysis,minkowski,weighted
2659,0.577249396449025,20,Histogram,LandmarkIsomap,seuclidean,ward
2660,0.57719038400959,2,Polygon,Laplacian,mahalanobis,average
2661,0.576876883034953,2,Histogram,Laplacian,squaredeuclidean,average
2662,0.576874761874718,2,Histogram,LLC,squaredeuclidean,ward
2663,0.576750118134073,2,Histogram,Laplacian,squaredeuclidean,weighted
2664,0.576736430358117,20,Polygon,FactorAnalysis,squaredeuclidean,median
2665,0.576698518265761,2,Histogram,Laplacian,chebychev,average
2666,0.576692359909709,2,Polygon,Laplacian,seuclidean,median
2667,0.576652335551994,10,Histogram,LLE,correlation,single
2668,0.576462725793238,5,Polygon,LLE,mahalanobis,complete
2669,0.576429965069057,20,Polygon,LDA,euclidean,average
2670,0.576429965069057,20,Polygon,LDA,minkowski,average
2671,0.576420449647294,10,Polygon,PCA,cosine,median
2672,0.576420449647294,10,Polygon,MDS,cosine,median
2673,0.576420449647294,10,Polygon,GPLVM,cosine,median
2674,0.576375263703909,5,Polygon,FactorAnalysis,seuclidean,average
2675,0.576372988742156,10,Polygon,LandmarkIsomap,mahalanobis,average
2676,0.576365787601131,10,Polygon,LLTSA,mahalanobis,ward
2677,0.57633783180102,5,Polygon,LLE,seuclidean,weighted
2678,0.57628484361297,10,Polygon,ProbPCA,cosine,weighted
2679,0.5762389744479,10,Histogram,LandmarkIsomap,cityblock,weighted
2680,0.57623296172486,2,Histogram,Laplacian,cityblock,complete
2681,0.576126730279357,20,Histogram,GPLVM,correlation,median
2682,0.576077875238321,5,Histogram,LLE,chebychev,ward
2683,0.576014264297092,20,Histogram,PCA,euclidean,weighted
2684,0.576014264297092,20,Histogram,MDS,euclidean,weighted
2685,0.576014264297092,20,Histogram,PCA,minkowski,weighted
2686,0.576014264297092,20,Histogram,MDS,minkowski,weighted
2687,0.575892421620617,2,Histogram,Laplacian,euclidean,weighted
2688,0.575892421620617,2,Histogram,Laplacian,minkowski,weighted
2689,0.575873988507128,20,Polygon,LandmarkIsomap,euclidean,weighted
2690,0.575873988507128,20,Polygon,LandmarkIsomap,minkowski,weighted
2691,0.575832938947671,2,Polygon,Laplacian,mahalanobis,median
2692,0.575817075704424,2,Histogram,Laplacian,squaredeuclidean,ward
2693,0.575746811347786,10,Histogram,LandmarkIsomap,cosine,complete
2694,0.575708091949025,5,Histogram,NPE,mahalanobis,weighted
2695,0.575679122302849,2,Histogram,Laplacian,squaredeuclidean,median
2696,0.575662387063735,20,Histogram,Isomap,correlation,complete
2697,0.57561513598944,2,Histogram,LLC,squaredeuclidean,median
2698,0.575599362616899,20,Histogram,FactorAnalysis,chebychev,median
2699,0.575557329316064,10,Histogram,LLE,cosine,single
2700,0.575552765883997,10,Histogram,FactorAnalysis,cosine,weighted
2701,0.575546541153552,5,Polygon,Isomap,squaredeuclidean,median
2702,0.575486577063666,2,Polygon,Laplacian,mahalanobis,centroid
2703,0.575414491307549,10,Polygon,DiffusionMaps,squaredeuclidean,weighted
2704,0.57540670899498,10,Polygon,NCA,cosine,ward
2705,0.575330770251369,2,Polygon,Laplacian,squaredeuclidean,average
2706,0.575324749161595,20,Polygon,FactorAnalysis,seuclidean,weighted
2707,0.575251246852279,2,Histogram,LMNN,spearman,complete
2708,0.575251246852279,5,Histogram,LMNN,spearman,complete
