vBestLabels1,vBestLabels2,vBestLabels3,vBestLabels4,vBestLabels5,vBestLabels6,vBestLabels7
2709,0.575251246852279,10,Histogram,LMNN,spearman,complete
2710,0.575251246852279,20,Histogram,LMNN,spearman,complete
2711,0.575190631643888,20,Polygon,Isomap,chebychev,centroid
2712,0.575173784900675,10,Polygon,Isomap,seuclidean,average
2713,0.57513627956821,10,Histogram,ProbPCA,cityblock,ward
2714,0.574994316560732,2,Polygon,Laplacian,euclidean,complete
2715,0.574994316560732,2,Polygon,Laplacian,squaredeuclidean,complete
2716,0.574994316560732,2,Polygon,Laplacian,minkowski,complete
2717,0.57496326635959,10,Histogram,LLE,chebychev,complete
2718,0.574909153961797,20,Polygon,LandmarkIsomap,spearman,weighted
2719,0.574835496637174,5,Histogram,NPE,seuclidean,centroid
2720,0.574805362638924,5,Polygon,LandmarkIsomap,correlation,ward
2721,0.574752693045209,2,Histogram,Laplacian,chebychev,median
2722,0.574737070120029,20,Histogram,LandmarkIsomap,chebychev,average
2723,0.57473297668758,2,Histogram,LLC,cityblock,centroid
2724,0.574688624310533,10,Histogram,FactorAnalysis,seuclidean,average
2725,0.574688438517426,20,Polygon,Sammon,cityblock,centroid
2726,0.574683234784346,10,Histogram,FactorAnalysis,squaredeuclidean,ward
2727,0.574639818212769,10,Polygon,FactorAnalysis,spearman,ward
2728,0.574637040247464,10,Polygon,ProbPCA,correlation,median
2729,0.574636886647162,10,Polygon,Sammon,mahalanobis,complete
2730,0.574566725009437,20,Histogram,GPLVM,euclidean,weighted
2731,0.574566725009437,20,Histogram,GPLVM,minkowski,weighted
2732,0.574392258042746,2,Polygon,Laplacian,seuclidean,average
2733,0.574388373516384,2,Polygon,Laplacian,euclidean,median
2734,0.574388373516384,2,Polygon,Laplacian,minkowski,median
2735,0.574286799484786,2,Histogram,LLC,euclidean,ward
2736,0.574286799484786,2,Histogram,LLC,minkowski,ward
2737,0.574253067155154,5,Polygon,DiffusionMaps,seuclidean,ward
2738,0.574154959525207,2,Histogram,Laplacian,mahalanobis,centroid
2739,0.574128228346617,2,Histogram,LLC,chebychev,ward
2740,0.57412056819059,10,Polygon,NPE,cityblock,ward
2741,0.574036502473668,20,Histogram,FactorAnalysis,seuclidean,centroid
2742,0.573934157889732,5,Polygon,FactorAnalysis,chebychev,ward
2743,0.573883500402531,20,Polygon,NPE,cityblock,ward
2744,0.573840871953505,20,Histogram,Isomap,chebychev,ward
2745,0.573767549929714,10,Polygon,Sammon,chebychev,complete
2746,0.573732511254883,20,Polygon,LandmarkIsomap,correlation,median
2747,0.573708626425478,20,Histogram,DiffusionMaps,cosine,average
2748,0.573683925972508,2,Histogram,Laplacian,seuclidean,centroid
2749,0.573662695381116,2,Polygon,Laplacian,seuclidean,centroid
2750,0.573470805191475,10,Polygon,PCA,cosine,ward
2751,0.573470805191475,10,Polygon,MDS,cosine,ward
2752,0.573470805191475,10,Polygon,GPLVM,cosine,ward
2753,0.573462500227866,10,Histogram,FactorAnalysis,seuclidean,centroid
2754,0.573447201929875,10,Histogram,LandmarkIsomap,euclidean,average
2755,0.573447201929875,10,Histogram,LandmarkIsomap,minkowski,average
2756,0.573344441738174,10,Polygon,NPE,euclidean,average
2757,0.573344441738174,10,Polygon,NPE,minkowski,average
2758,0.573280808239989,2,Histogram,LLC,euclidean,average
2759,0.573280808239989,2,Histogram,LLC,minkowski,average
2760,0.573269243753605,5,Polygon,FactorAnalysis,cityblock,ward
2761,0.573067082521392,2,Polygon,Laplacian,euclidean,centroid
2762,0.573067082521392,2,Polygon,Laplacian,minkowski,centroid
2763,0.572977226200355,20,Polygon,FactorAnalysis,squaredeuclidean,centroid
2764,0.572896938648767,5,Polygon,ProbPCA,seuclidean,ward
2765,0.572887539670107,5,Polygon,FactorAnalysis,squaredeuclidean,ward
2766,0.572880596649536,5,Histogram,Laplacian,spearman,average
2767,0.57283476812403,20,Histogram,GPLVM,chebychev,weighted
2768,0.572803877749532,20,Polygon,LDA,seuclidean,weighted
2769,0.572712186025384,2,Histogram,Laplacian,squaredeuclidean,centroid
2770,0.572671553610421,10,Histogram,Isomap,chebychev,ward
2771,0.572667433918404,10,Polygon,DiffusionMaps,spearman,average
2772,0.572580047909661,10,Histogram,SPE,cityblock,median
2773,0.572557671555561,20,Histogram,LandmarkIsomap,cosine,centroid
2774,0.572536589288294,2,Histogram,LLC,seuclidean,average
2775,0.572517355785774,10,Polygon,LandmarkIsomap,correlation,centroid
2776,0.572367242535848,10,Polygon,LandmarkIsomap,correlation,average
2777,0.572356103229865,5,Polygon,Laplacian,spearman,ward
2778,0.57220150254097,10,Polygon,Sammon,chebychev,average
2779,0.572178765790943,10,Polygon,PCA,squaredeuclidean,ward
2780,0.572178765790943,10,Polygon,MDS,squaredeuclidean,ward
2781,0.572178765790943,10,Polygon,GPLVM,squaredeuclidean,ward
2782,0.57204323954502,5,Polygon,LandmarkIsomap,correlation,weighted
2783,0.572007645080619,10,Histogram,FactorAnalysis,seuclidean,weighted
2784,0.57198779001179,10,Histogram,LLE,seuclidean,median
2785,0.571893250381534,20,Histogram,GPLVM,cityblock,weighted
2786,0.571812714205934,5,Histogram,NPE,seuclidean,ward
2787,0.571753703727855,2,Histogram,LLC,mahalanobis,average
2788,0.571726052030877,5,Polygon,ProbPCA,chebychev,complete
2789,0.571622216919182,20,Histogram,LLE,mahalanobis,weighted
2790,0.57161335070133,20,Histogram,Laplacian,chebychev,single
2791,0.571600897705944,5,Polygon,LandmarkIsomap,correlation,average
2792,0.571599982455106,10,Histogram,FactorAnalysis,chebychev,median
2793,0.571486790591961,5,Polygon,FactorAnalysis,chebychev,centroid
2794,0.571464484243458,10,Polygon,LPP,seuclidean,ward
2795,0.571450784459482,5,Polygon,FactorAnalysis,cosine,average
2796,0.571428903836342,10,Polygon,NCA,correlation,ward
2797,0.571426521075076,20,Histogram,GPLVM,chebychev,average
2798,0.571273275586996,5,Polygon,ProbPCA,chebychev,average
2799,0.5712414040202,10,Histogram,Isomap,euclidean,average
2800,0.5712414040202,10,Histogram,Isomap,minkowski,average
2801,0.571076300986411,2,Histogram,Laplacian,mahalanobis,weighted
2802,0.570962298682914,10,Histogram,Isomap,euclidean,centroid
2803,0.570962298682914,10,Histogram,Isomap,minkowski,centroid
2804,0.570876374113611,10,Polygon,PCA,mahalanobis,complete
2805,0.570876374113611,10,Polygon,MDS,mahalanobis,complete
2806,0.570876374113611,10,Polygon,GPLVM,mahalanobis,complete
2807,0.570851146931309,10,Histogram,DiffusionMaps,correlation,median
2808,0.570752276776436,20,Histogram,LLE,cityblock,centroid
2809,0.570747372837964,10,Histogram,DiffusionMaps,correlation,ward
2810,0.570736352807796,5,Polygon,LLE,squaredeuclidean,weighted
2811,0.570680457580218,5,Polygon,ProbPCA,squaredeuclidean,ward
2812,0.570437196349269,10,Polygon,NPE,cityblock,complete
2813,0.570181561571266,20,Polygon,LDA,cityblock,weighted
2814,0.570177053691903,20,Polygon,FactorAnalysis,mahalanobis,complete
2815,0.569906802077621,10,Histogram,FactorAnalysis,cityblock,complete
2816,0.56972504901258,5,Histogram,PCA,seuclidean,ward
2817,0.56972504901258,5,Histogram,MDS,seuclidean,ward
2818,0.569688835821365,5,Polygon,FactorAnalysis,seuclidean,ward
2819,0.569577569178753,10,Histogram,Isomap,cityblock,average
2820,0.56957712878321,2,Polygon,SPE,cityblock,average
2821,0.569498883526948,10,Histogram,Isomap,cityblock,weighted
2822,0.569492827044755,5,Polygon,FactorAnalysis,chebychev,average
2823,0.569376765623073,2,Histogram,LLC,squaredeuclidean,average
2824,0.5693306176805,5,Polygon,LandmarkIsomap,correlation,complete
2825,0.569321864110554,20,Histogram,PCA,chebychev,average
2826,0.569321864110554,20,Histogram,MDS,chebychev,average
2827,0.569277081593136,10,Histogram,PCA,mahalanobis,ward
2828,0.569277081593136,10,Histogram,MDS,mahalanobis,ward
2829,0.569277081593136,10,Histogram,GPLVM,mahalanobis,ward
2830,0.569210889564575,2,Polygon,Laplacian,chebychev,centroid
2831,0.569185865769006,10,Polygon,Sammon,spearman,median
2832,0.568863289789387,20,Polygon,ProbPCA,correlation,weighted
2833,0.568840694300242,5,Polygon,DiffusionMaps,cityblock,ward
2834,0.568744251118569,10,Histogram,LandmarkIsomap,chebychev,ward
2835,0.568667796002326,20,Polygon,LDA,spearman,median
2836,0.568549581314837,10,Polygon,MCML,mahalanobis,weighted
2837,0.56854711884337,20,Polygon,FactorAnalysis,spearman,median
2838,0.56850748409107,10,Histogram,PCA,euclidean,weighted
2839,0.56850748409107,10,Histogram,MDS,euclidean,weighted
2840,0.56850748409107,10,Histogram,GPLVM,euclidean,weighted
2841,0.56850748409107,10,Histogram,PCA,minkowski,weighted
2842,0.56850748409107,10,Histogram,MDS,minkowski,weighted
2843,0.56850748409107,10,Histogram,GPLVM,minkowski,weighted
2844,0.568411747947153,20,Polygon,Sammon,mahalanobis,complete
2845,0.568331629139283,2,Polygon,Laplacian,chebychev,median
2846,0.568299818989751,20,Polygon,NCA,squaredeuclidean,weighted
2847,0.568239412151416,20,Histogram,FactorAnalysis,euclidean,centroid
2848,0.568239412151416,20,Histogram,FactorAnalysis,minkowski,centroid
2849,0.568159348582022,10,Polygon,FactorAnalysis,spearman,centroid
2850,0.568130244697469,10,Histogram,LandmarkIsomap,cosine,median
2851,0.568130037283648,20,Histogram,PCA,cityblock,complete
2852,0.568130037283648,20,Histogram,MDS,cityblock,complete
2853,0.568046190368446,20,Histogram,Autoencoder,mahalanobis,ward
2854,0.568010173965412,10,Histogram,LandmarkIsomap,squaredeuclidean,average
2855,0.567998337673328,5,Polygon,FactorAnalysis,cosine,centroid
2856,0.56790378941448,5,Polygon,ProbPCA,mahalanobis,ward
2857,0.567739957891452,5,Polygon,FactorAnalysis,chebychev,weighted
2858,0.56772751571546,10,Polygon,Isomap,chebychev,centroid
2859,0.567577137369518,10,Histogram,ProbPCA,correlation,average
2860,0.567503702100178,5,Polygon,Laplacian,spearman,complete
2861,0.567472103699223,10,Histogram,Isomap,cityblock,complete
2862,0.567361545107177,5,Histogram,GPLVM,seuclidean,ward
2863,0.56733117541815,20,Histogram,LandmarkIsomap,euclidean,weighted
2864,0.56733117541815,20,Histogram,LandmarkIsomap,minkowski,weighted
2865,0.567288742656837,20,Histogram,GPLVM,cosine,median
2866,0.567286929046229,5,Polygon,Laplacian,spearman,weighted
2867,0.56721428421689,5,Polygon,FactorAnalysis,squaredeuclidean,centroid
2868,0.567200838722764,20,Polygon,LDA,squaredeuclidean,weighted
2869,0.567151355852078,10,Histogram,DiffusionMaps,correlation,complete
2870,0.567102275882335,20,Histogram,LandmarkIsomap,squaredeuclidean,weighted
2871,0.566937869727699,2,Histogram,LLC,squaredeuclidean,weighted
2872,0.566891559596082,10,Histogram,FactorAnalysis,cityblock,weighted
2873,0.566776804586256,2,Histogram,Laplacian,seuclidean,ward
2874,0.566763643929702,10,Histogram,PCA,squaredeuclidean,centroid
2875,0.566763643929702,10,Histogram,MDS,squaredeuclidean,centroid
2876,0.566763643929702,10,Histogram,GPLVM,squaredeuclidean,centroid
2877,0.566580134225221,20,Histogram,PCA,chebychev,complete
2878,0.566580134225221,20,Histogram,MDS,chebychev,complete
2879,0.566497736647352,20,Histogram,LLE,squaredeuclidean,average
2880,0.566438690322076,20,Histogram,PCA,correlation,median
2881,0.566438690322076,20,Histogram,MDS,correlation,median
2882,0.566360860607976,2,Histogram,LLC,squaredeuclidean,centroid
2883,0.566335246614658,5,Polygon,FactorAnalysis,seuclidean,weighted
2884,0.566330719783709,20,Histogram,GPLVM,squaredeuclidean,weighted
2885,0.566233093741226,10,Histogram,FactorAnalysis,euclidean,average
2886,0.566233093741226,10,Histogram,FactorAnalysis,minkowski,average
2887,0.566111593087747,2,Histogram,LLC,seuclidean,centroid
2888,0.566111593087747,2,Histogram,LLC,mahalanobis,centroid
2889,0.566087539660143,20,Polygon,LandmarkIsomap,chebychev,centroid
2890,0.565967886404547,2,Histogram,LLC,mahalanobis,ward
2891,0.565930309116872,10,Polygon,NCA,cityblock,ward
2892,0.565913761101827,5,Histogram,Isomap,mahalanobis,ward
2893,0.565877245843054,20,Histogram,LLE,seuclidean,average
2894,0.565861618872117,20,Histogram,SPE,euclidean,centroid
2895,0.565861618872117,20,Histogram,SPE,minkowski,centroid
2896,0.565819905309128,2,Histogram,LLC,seuclidean,ward
2897,0.565787513312799,5,Polygon,ProbPCA,cityblock,weighted
2898,0.565771186002351,10,Histogram,FactorAnalysis,euclidean,complete
2899,0.565771186002351,10,Histogram,FactorAnalysis,squaredeuclidean,complete
2900,0.565771186002351,10,Histogram,FactorAnalysis,minkowski,complete
2901,0.565720386754278,5,Histogram,LLE,euclidean,median
2902,0.565720386754278,5,Histogram,LLE,minkowski,median
2903,0.565718418157672,5,Polygon,FactorAnalysis,euclidean,ward
2904,0.565718418157672,5,Polygon,FactorAnalysis,minkowski,ward
2905,0.565699646645249,10,Histogram,tSNE,spearman,single
2906,0.565668251484464,20,Histogram,LandmarkIsomap,cityblock,weighted
2907,0.565620153813367,10,Polygon,FactorAnalysis,spearman,average
2908,0.565615815502606,10,Polygon,NPE,euclidean,complete
2909,0.565615815502606,10,Polygon,NPE,squaredeuclidean,complete
2910,0.565615815502606,10,Polygon,NPE,minkowski,complete
2911,0.565590048274826,10,Histogram,FactorAnalysis,squaredeuclidean,average
2912,0.565561892981359,2,Polygon,SPE,seuclidean,average
2913,0.56552439383772,5,Polygon,GPLVM,mahalanobis,average
2914,0.565503021711698,2,Histogram,LLC,euclidean,centroid
2915,0.565503021711698,2,Histogram,LLC,minkowski,centroid
2916,0.565436782144969,10,Histogram,FactorAnalysis,squaredeuclidean,median
2917,0.565392748365662,2,Histogram,LLC,chebychev,weighted
2918,0.565360351908236,5,Histogram,NPE,squaredeuclidean,average
2919,0.565288595429392,20,Histogram,LLE,cityblock,average
2920,0.565260874129302,20,Polygon,LandmarkIsomap,cityblock,weighted
2921,0.565236077098269,5,Histogram,NPE,seuclidean,complete
2922,0.565078992189333,10,Histogram,FactorAnalysis,chebychev,average
2923,0.565044140205068,5,Polygon,FactorAnalysis,cityblock,average
2924,0.564977061259129,10,Polygon,LDA,mahalanobis,ward
2925,0.56497512696375,20,Polygon,ProbPCA,cosine,weighted
2926,0.564902920668765,10,Polygon,FactorAnalysis,mahalanobis,median
2927,0.564880310945514,5,Polygon,FactorAnalysis,cosine,median
2928,0.564865058091522,10,Histogram,FactorAnalysis,chebychev,complete
2929,0.564861117800595,10,Polygon,NPE,chebychev,average
2930,0.564803024628955,5,Histogram,NPE,cityblock,ward
2931,0.564766277575538,20,Polygon,PCA,euclidean,average
2932,0.564766277575538,20,Polygon,MDS,euclidean,average
2933,0.564766277575538,20,Polygon,GPLVM,euclidean,average
2934,0.564766277575538,20,Polygon,PCA,minkowski,average
2935,0.564766277575538,20,Polygon,MDS,minkowski,average
2936,0.564766277575538,20,Polygon,GPLVM,minkowski,average
2937,0.564626959641885,5,Polygon,FactorAnalysis,squaredeuclidean,weighted
2938,0.564618633507964,10,Histogram,NPE,mahalanobis,complete
2939,0.564472660705686,10,Histogram,FactorAnalysis,spearman,average
2940,0.564448932703007,2,Histogram,Laplacian,mahalanobis,ward
2941,0.56442617316431,5,Polygon,FactorAnalysis,squaredeuclidean,median
2942,0.564393822859485,5,Polygon,FactorAnalysis,euclidean,centroid
2943,0.564393822859485,5,Polygon,FactorAnalysis,minkowski,centroid
2944,0.564334841457249,5,Polygon,LLE,mahalanobis,weighted
2945,0.564283570691639,10,Polygon,LLTSA,seuclidean,ward
2946,0.564166493423012,10,Histogram,DiffusionMaps,chebychev,ward
2947,0.564153820401153,2,Histogram,Laplacian,mahalanobis,median
2948,0.56412891963092,2,Polygon,SPE,chebychev,centroid
2949,0.564099256525351,10,Histogram,DiffusionMaps,mahalanobis,complete
2950,0.564068131717848,10,Polygon,Sammon,squaredeuclidean,centroid
2951,0.564060495958673,5,Polygon,Laplacian,spearman,centroid
2952,0.564029984338962,20,Histogram,Isomap,euclidean,average
2953,0.564029984338962,20,Histogram,Isomap,minkowski,average
2954,0.563958188567152,2,Histogram,LLC,euclidean,weighted
2955,0.563958188567152,2,Histogram,LLC,minkowski,weighted
2956,0.563911530886145,2,Polygon,SPE,chebychev,average
2957,0.563910902204841,5,Histogram,Laplacian,chebychev,single
2958,0.563882323002642,5,Polygon,LandmarkIsomap,seuclidean,median
2959,0.563810491468109,10,Polygon,LandmarkIsomap,cityblock,weighted
2960,0.563710836317366,10,Histogram,FactorAnalysis,cityblock,average
2961,0.563709083432968,20,Polygon,Isomap,correlation,centroid
2962,0.563702826400591,20,Histogram,PCA,squaredeuclidean,median
2963,0.563702826400591,20,Histogram,MDS,squaredeuclidean,median
2964,0.563639608557126,10,Polygon,PCA,cityblock,complete
2965,0.563639608557126,10,Polygon,MDS,cityblock,complete
2966,0.563639608557126,10,Polygon,GPLVM,cityblock,complete
2967,0.563537237996515,2,Histogram,LLC,cityblock,complete
2968,0.563535252298037,5,Polygon,Sammon,euclidean,ward
2969,0.563535252298037,5,Polygon,Sammon,minkowski,ward
2970,0.563466648076068,2,Polygon,SPE,mahalanobis,average
2971,0.563388698591941,10,Histogram,FactorAnalysis,squaredeuclidean,centroid
2972,0.56337881657582,10,Polygon,MCML,chebychev,complete
2973,0.563308043052726,5,Polygon,DiffusionMaps,cityblock,average
2974,0.563289486874468,5,Polygon,FactorAnalysis,seuclidean,complete
2975,0.563231071573932,5,Polygon,DiffusionMaps,mahalanobis,ward
2976,0.563183314928811,10,Histogram,ProbPCA,correlation,centroid
2977,0.563153201946815,5,Histogram,NPE,squaredeuclidean,ward
2978,0.563150090569567,10,Polygon,LandmarkIsomap,euclidean,median
2979,0.563150090569567,10,Polygon,LandmarkIsomap,minkowski,median
2980,0.563095820246704,5,Histogram,NPE,euclidean,centroid
2981,0.563095820246704,5,Histogram,NPE,minkowski,centroid
2982,0.563091302093668,5,Polygon,LandmarkIsomap,correlation,median
2983,0.563062903858649,5,Histogram,LLE,mahalanobis,median
2984,0.563045671994539,5,Polygon,Laplacian,spearman,median
2985,0.562936938401559,20,Histogram,Isomap,cityblock,complete
2986,0.562890998281686,10,Polygon,PCA,euclidean,ward
2987,0.562890998281686,10,Polygon,MDS,euclidean,ward
2988,0.562890998281686,10,Polygon,GPLVM,euclidean,ward
2989,0.562890998281686,10,Polygon,PCA,minkowski,ward
2990,0.562890998281686,10,Polygon,MDS,minkowski,ward
2991,0.562890998281686,10,Polygon,GPLVM,minkowski,ward
2992,0.562692696620652,20,Histogram,SPE,seuclidean,median
2993,0.562691779320584,5,Histogram,LLE,seuclidean,complete
2994,0.56267626017814,10,Histogram,Isomap,seuclidean,ward
2995,0.56267587215739,2,Polygon,SPE,cityblock,median
2996,0.562635461511126,10,Polygon,NCA,chebychev,ward
2997,0.562585831522345,5,Histogram,Isomap,squaredeuclidean,ward
2998,0.562573053218615,2,Histogram,Laplacian,seuclidean,average
2999,0.562535657364546,20,Histogram,PCA,cityblock,weighted
3000,0.562535657364546,20,Histogram,MDS,cityblock,weighted
3001,0.562477103745733,5,Polygon,FactorAnalysis,correlation,ward
3002,0.562401538261006,20,Polygon,LDA,euclidean,complete
3003,0.562401538261006,20,Polygon,LDA,squaredeuclidean,complete
3004,0.562401538261006,20,Polygon,LDA,minkowski,complete
3005,0.562365852993386,10,Histogram,DiffusionMaps,squaredeuclidean,ward
3006,0.562323431652324,5,Histogram,NPE,mahalanobis,median
3007,0.562242287795313,5,Polygon,NPE,seuclidean,ward
3008,0.562176524814658,10,Histogram,PCA,chebychev,weighted
3009,0.562176524814658,10,Histogram,MDS,chebychev,weighted
3010,0.562176524814658,10,Histogram,GPLVM,chebychev,weighted
3011,0.562136989696039,5,Histogram,NPE,cityblock,complete
3012,0.562085111437857,10,Polygon,LPP,seuclidean,average
